Order_ID,Date,Product,Category,City,Quantity,Price
1044,2025-06-23,Pen,Stationery,Kolkata,3,8
1045,2025-12-05,Bottle,Accessories,Delhi,1,301
1046,2025-02-17,Pen,Stationery,Kolkata,2,93
1047,2025-12-02,Pen,Stationery,Bangalore,2,-44
1048,2025-09-15,Keyboard,Electronics,Delhi,3,1189
1049,2025-01-06,Notebook,Stationery,Ahmedabad,2,307
1050,2025-06-22,Chair,Furniture,Pune,4,3730
1051,2025-07-30,Sofa,Furniture,Bangalore,1,15123
1052,2025-02-16,Bag,Accessories,Bangalore,3,1125
1053,2025-06-19,Bag,Accessories,Pune,4,1229
1054,2025-11-02,Sofa,Furniture,Kolkata,4,15038
1055,2025-07-26,Sofa,Furniture,Chennai,5,15108
1056,2025-07-01,Bag,Accessories,Delhi,2,1482
1057,2025-04-09,Bag,Accessories,Delhi,5,1128
1058,2025-11-08,Bag,Accessories,Kolkata,4,1493
1059,2025-02-12,Pen,Stationery,Mumbai,5,273
1060,2025-03-10,Bottle,Accessories,Mumbai,5,364
1061,2025-11-04,Mouse,Electronics,Hyderabad,4,748
1062,2025-12-03,Pen,Stationery,Hyderabad,2,318
1063,2025-04-08,Mouse,Electronics,Bangalore,5,568
1064,2025-08-14,Keyboard,Electronics,Mumbai,5,1265
1065,2025-10-20,Printer,Electronics,Hyderabad,3,9464
1066,2025-12-30,Chair,Furniture,Hyderabad,5,3499
1067,2025-07-05,Keyboard,Electronics,Delhi,5,1487
1068,2025-06-08,Monitor,Electronics,Delhi,5,8548
1069,2025-07-18,Mouse,Electronics,Pune,2,666
1070,2025-04-13,Laptop,Electronics,Hyderabad,5,55022
1071,2025-06-18,Bottle,Accessories,Chennai,5,550
1072,2025-01-22,Mouse,Electronics,Kolkata,2,776
1073,2025-07-15,Keyboard,Electronics,Kolkata,4,1276
1074,2025-10-08,Printer,Electronics,Mumbai,2,9727
1075,2025-11-20,Bag,Accessories,Delhi,5,1207
1076,2025-01-18,Table,Furniture,Pune,2,7077
1077,2025-10-09,Bottle,Accessories,Ahmedabad,5,406
1078,2025-10-22,Keyboard,Electronics,Mumbai,2,1162
1079,2025-04-27,Table,Furniture,Kolkata,3,6981
1080,2025-07-17,Monitor,Electronics,Kolkata,4,8496
1081,2025-06-29,Keyboard,Electronics,Chennai,1,1456
1082,2025-11-29,Bottle,Accessories,Chennai,1,521
1083,2025-12-01,Keyboard,Electronics,Bangalore,2,1411
1084,2026-01-01,Bag,Accessories,Kolkata,3,1281
1085,2025-02-01,Mouse,Electronics,Bangalore,1,632
1086,2025-05-02,Pen,Stationery,Delhi,4,6
1087,2025-05-07,Mouse,Electronics,Pune,3,548
1088,2025-07-13,Chair,Furniture,Bangalore,2,3679
1089,2025-05-27,Monitor,Electronics,Delhi,2,8493
1090,2025-12-18,Chair,Furniture,Pune,1,3799
1091,2025-08-04,Notebook,Stationery,Hyderabad,4,132
1092,2025-03-28,Notebook,Stationery,Ahmedabad,3,-11
1093,2025-07-29,Keyboard,Electronics,Ahmedabad,2,1330
1094,2025-03-22,Notebook,Stationery,Ahmedabad,5,270
1095,2025-04-17,Printer,Electronics,Delhi,5,9735
1096,2025-04-23,Chair,Furniture,Kolkata,5,3616
1097,2025-09-29,Chair,Furniture,Bangalore,3,3784
1098,2025-08-02,Mouse,Electronics,Delhi,3,756
1099,2025-01-24,Sofa,Furniture,Chennai,1,15116
1100,2025-08-07,Bag,Accessories,Ahmedabad,3,1497
1101,2025-11-29,Mouse,Electronics,Hyderabad,1,661
1102,2025-07-31,Monitor,Electronics,Delhi,5,8421
1103,2025-06-20,Keyboard,Electronics,Pune,4,1121
1104,2025-05-06,Bag,Accessories,Delhi,5,1374
1105,2025-05-18,Table,Furniture,Kolkata,5,7116
1106,2025-04-26,Notebook,Stationery,Delhi,5,-6
1107,2025-10-28,Table,Furniture,Kolkata,5,6904
1108,2025-02-14,Pen,Stationery,Mumbai,3,250
1109,2025-06-29,Sofa,Furniture,Mumbai,3,15203
1110,2025-07-19,Chair,Furniture,Bangalore,2,3764
1111,2025-12-27,Table,Furniture,Hyderabad,5,7293
1112,2025-06-09,Laptop,Electronics,Kolkata,2,55241
1113,2025-04-01,Notebook,Stationery,Ahmedabad,4,155
1114,2025-10-27,Laptop,Electronics,Mumbai,5,54980
1115,2025-11-13,Notebook,Stationery,Mumbai,5,39
1116,2025-03-29,Mouse,Electronics,Chennai,1,412
1117,2025-02-15,Notebook,Stationery,Delhi,4,189
1118,2025-07-11,Printer,Electronics,Mumbai,4,9426
1119,2025-05-15,Printer,Electronics,Bangalore,4,9708
1120,2025-05-30,Chair,Furniture,Chennai,3,3612
1121,2025-01-02,Bottle,Accessories,Kolkata,1,450
1122,2025-08-21,Bag,Accessories,Chennai,4,1352
1123,2025-08-07,Notebook,Stationery,Bangalore,4,252
1124,2025-01-26,Mouse,Electronics,Mumbai,2,677
1125,2025-12-08,Mouse,Electronics,Hyderabad,5,402
1126,2025-02-05,Printer,Electronics,Pune,1,9407
1127,2025-12-22,Bag,Accessories,Mumbai,4,1451
1128,2025-09-30,Laptop,Electronics,Chennai,4,55182
1129,2025-01-23,Table,Furniture,Pune,5,7029
1130,2025-09-17,Laptop,Electronics,Ahmedabad,2,54942
1131,2025-01-19,Mouse,Electronics,Chennai,4,633
1132,2025-03-18,Bottle,Accessories,Pune,4,566
1133,2025-01-06,Keyboard,Electronics,Chennai,2,1200
1134,2025-10-10,Notebook,Stationery,Bangalore,4,280
1135,2025-04-25,Bottle,Accessories,Bangalore,1,400
1136,2025-05-25,Sofa,Furniture,Hyderabad,5,15146
1137,2025-03-18,Table,Furniture,Chennai,1,7100
1138,2025-09-24,Bottle,Accessories,Hyderabad,3,504
1139,2025-11-18,Keyboard,Electronics,Chennai,4,1408
1140,2025-10-21,Chair,Furniture,Pune,1,3485
1141,2025-09-23,Printer,Electronics,Pune,4,9697
1142,2025-03-20,Printer,Electronics,Mumbai,1,9732
1143,2025-11-20,Mouse,Electronics,Pune,1,601
1144,2025-09-18,Chair,Furniture,Mumbai,5,3797
1145,2025-03-07,Notebook,Stationery,Mumbai,4,235
1146,2025-06-06,Chair,Furniture,Pune,4,3526
1147,2025-11-10,Bottle,Accessories,Mumbai,4,317
1148,2025-11-26,Bag,Accessories,Pune,2,1447
1149,2025-01-09,Bag,Accessories,Mumbai,5,1485
1150,2025-04-17,Table,Furniture,Chennai,2,7139
1151,2025-06-20,Chair,Furniture,Bangalore,5,3442
1152,2025-05-02,Monitor,Electronics,Delhi,3,8681
1153,2025-05-06,Chair,Furniture,Delhi,1,3441
1154,2025-08-30,Bottle,Accessories,Bangalore,1,528
1155,2025-01-12,Laptop,Electronics,Pune,1,55008
1156,2025-06-28,Monitor,Electronics,Pune,1,8478
1157,2025-04-12,Chair,Furniture,Pune,3,3604
1158,2025-06-15,Sofa,Furniture,Chennai,3,15123
1159,2025-09-20,Chair,Furniture,Hyderabad,1,3436
1160,2025-10-20,Bag,Accessories,Ahmedabad,4,1213
1161,2025-02-18,Bottle,Accessories,Kolkata,1,349
1162,2025-12-03,Monitor,Electronics,Bangalore,1,8776
1163,2025-04-29,Bottle,Accessories,Chennai,5,490
1164,2025-11-01,Keyboard,Electronics,Kolkata,3,1317
1165,2025-07-26,Monitor,Electronics,Ahmedabad,1,8481
1166,2025-03-28,Table,Furniture,Delhi,2,7258
1167,2025-12-13,Pen,Stationery,Bangalore,3,264
1168,2025-04-07,Keyboard,Electronics,Bangalore,5,1317
1169,2025-03-08,Table,Furniture,Bangalore,4,7034
1170,2025-07-27,Keyboard,Electronics,Pune,5,1380
1171,2025-10-28,Pen,Stationery,Mumbai,4,-21
1172,2025-06-11,Table,Furniture,Chennai,4,7300
1173,2025-01-29,Bag,Accessories,Bangalore,1,1213
1174,2025-04-02,Pen,Stationery,Kolkata,4,140
1175,2025-10-03,Printer,Electronics,Ahmedabad,3,9590
1176,2025-05-03,Chair,Furniture,Hyderabad,3,3477
1177,2025-01-11,Chair,Furniture,Pune,2,3419
1178,2025-01-13,Laptop,Electronics,Delhi,3,55039
1179,2025-05-29,Monitor,Electronics,Mumbai,1,8731
1180,2025-09-12,Bottle,Accessories,Ahmedabad,5,490
1181,2025-04-24,Laptop,Electronics,Chennai,2,55255
1182,2025-05-04,Pen,Stationery,Ahmedabad,2,314
1183,2025-08-06,Keyboard,Electronics,Hyderabad,1,1397
1184,2025-05-27,Bottle,Accessories,Delhi,3,462
1185,2025-10-22,Table,Furniture,Bangalore,1,6973
1186,2025-05-19,Keyboard,Electronics,Mumbai,3,1468
1187,2025-05-14,Notebook,Stationery,Bangalore,1,262
1188,2025-11-04,Notebook,Stationery,Pune,3,130
1189,2025-11-10,Bag,Accessories,Ahmedabad,1,1405
1190,2025-07-19,Laptop,Electronics,Mumbai,3,55069
1191,2025-03-14,Monitor,Electronics,Hyderabad,3,8650
1192,2025-01-13,Bottle,Accessories,Mumbai,3,356
1193,2025-05-03,Keyboard,Electronics,Hyderabad,1,1243
1194,2025-04-05,Laptop,Electronics,Kolkata,4,55239
1195,2025-12-25,Printer,Electronics,Mumbai,2,9497
1196,2025-02-21,Pen,Stationery,Mumbai,5,200
1197,2025-03-24,Keyboard,Electronics,Pune,4,1393
1198,2025-08-26,Laptop,Electronics,Bangalore,5,54976
1199,2025-11-26,Pen,Stationery,Hyderabad,4,242
1200,2025-08-14,Monitor,Electronics,Mumbai,5,8458
1201,2025-12-22,Bottle,Accessories,Kolkata,3,380
1202,2025-05-26,Laptop,Electronics,Kolkata,3,55025
1203,2025-03-06,Monitor,Electronics,Mumbai,2,8473
1204,2025-11-27,Table,Furniture,Pune,4,6942
1205,2025-12-15,Chair,Furniture,Delhi,3,3776
1206,2025-02-07,Notebook,Stationery,Kolkata,2,94
1207,2025-01-30,Chair,Furniture,Kolkata,4,3779
1208,2025-11-07,Sofa,Furniture,Bangalore,3,15217
1209,2025-05-12,Bag,Accessories,Hyderabad,1,1157
1210,2025-11-23,Pen,Stationery,Ahmedabad,3,288
1211,2025-10-25,Mouse,Electronics,Hyderabad,3,717
1212,2025-03-26,Notebook,Stationery,Ahmedabad,2,5
1213,2025-02-16,Monitor,Electronics,Kolkata,4,8757
1214,2025-04-22,Table,Furniture,Ahmedabad,3,7208
1215,2025-03-12,Bottle,Accessories,Delhi,3,537
1216,2025-11-12,Sofa,Furniture,Mumbai,4,15025
1217,2025-01-07,Sofa,Furniture,Chennai,5,14920
1218,2025-11-10,Notebook,Stationery,Delhi,4,351
1219,2025-02-22,Bottle,Accessories,Delhi,1,274
1220,2025-12-28,Bag,Accessories,Pune,4,1343
1221,2025-10-28,Pen,Stationery,Chennai,2,94
1222,2025-04-28,Bag,Accessories,Mumbai,4,1490
1223,2025-02-09,Mouse,Electronics,Hyderabad,1,660
1224,2025-05-07,Monitor,Electronics,Hyderabad,1,8662
1225,2025-05-12,Sofa,Furniture,Delhi,4,15083
1226,2025-08-19,Mouse,Electronics,Hyderabad,5,716
1227,2025-06-28,Chair,Furniture,Bangalore,2,3675
1228,2025-05-05,Keyboard,Electronics,Pune,4,1119
1229,2025-12-01,Table,Furniture,Chennai,5,6905
1230,2025-01-30,Mouse,Electronics,Hyderabad,4,505
1231,2025-11-21,Mouse,Electronics,Hyderabad,3,645
1232,2025-01-29,Pen,Stationery,Ahmedabad,1,175
1233,2025-03-21,Mouse,Electronics,Pune,4,694
1234,2025-10-08,Laptop,Electronics,Ahmedabad,5,54905
1235,2025-04-05,Chair,Furniture,Bangalore,5,3444
1236,2025-09-07,Sofa,Furniture,Delhi,4,15172
1237,2025-06-30,Keyboard,Electronics,Pune,3,1306
1238,2025-07-15,Chair,Furniture,Bangalore,5,3475
1239,2025-02-23,Pen,Stationery,Delhi,4,310
1240,2025-11-30,Chair,Furniture,Mumbai,5,3433
1241,2025-01-29,Chair,Furniture,Chennai,5,3739
1242,2025-09-27,Pen,Stationery,Chennai,1,14
1243,2025-10-15,Bottle,Accessories,Chennai,5,237
1244,2025-08-04,Printer,Electronics,Mumbai,5,9698
1245,2025-06-05,Chair,Furniture,Hyderabad,1,3712
1246,2025-11-08,Sofa,Furniture,Bangalore,5,15048
1247,2025-02-22,Notebook,Stationery,Mumbai,2,363
1248,2025-04-19,Keyboard,Electronics,Pune,2,1166
1249,2025-03-06,Bag,Accessories,Chennai,5,1375
1250,2025-12-15,Mouse,Electronics,Hyderabad,1,781
1251,2025-02-09,Notebook,Stationery,Mumbai,2,92
1252,2025-09-08,Bottle,Accessories,Ahmedabad,2,539
1253,2025-08-05,Notebook,Stationery,Chennai,2,331
1254,2025-01-26,Mouse,Electronics,Chennai,3,591
1255,2025-05-09,Chair,Furniture,Pune,4,3554
1256,2025-03-13,Bag,Accessories,Hyderabad,3,1448
1257,2025-05-02,Laptop,Electronics,Kolkata,3,55132
1258,2025-12-31,Pen,Stationery,Mumbai,3,36
1259,2025-12-19,Bottle,Accessories,Bangalore,4,398
1260,2025-09-19,Laptop,Electronics,Delhi,3,55042
1261,2025-07-14,Mouse,Electronics,Bangalore,2,703
1262,2025-03-13,Keyboard,Electronics,Ahmedabad,3,1148
1263,2025-04-28,Sofa,Furniture,Mumbai,4,15152
1264,2025-04-21,Pen,Stationery,Hyderabad,3,143
1265,2025-07-24,Keyboard,Electronics,Bangalore,1,1207
1266,2025-02-03,Pen,Stationery,Hyderabad,1,113
1267,2025-09-22,Chair,Furniture,Kolkata,1,3520
1268,2025-07-09,Printer,Electronics,Chennai,3,9546
1269,2025-04-13,Notebook,Stationery,Delhi,2,206
1270,2025-09-17,Monitor,Electronics,Kolkata,2,8648
1271,2025-03-13,Chair,Furniture,Bangalore,4,3407
1272,2025-04-06,Table,Furniture,Pune,1,6987
1273,2025-08-23,Laptop,Electronics,Delhi,5,55101
1274,2025-05-27,Bottle,Accessories,Ahmedabad,3,396
1275,2025-04-01,Chair,Furniture,Hyderabad,5,3716
1276,2025-04-24,Laptop,Electronics,Pune,4,55112
1277,2025-05-03,Printer,Electronics,Kolkata,5,9772
1278,2025-05-31,Bottle,Accessories,Hyderabad,1,410
1279,2025-02-18,Monitor,Electronics,Delhi,5,8612
1280,2025-05-18,Notebook,Stationery,Bangalore,5,233
1281,2025-09-19,Pen,Stationery,Delhi,1,248
1282,2025-05-18,Keyboard,Electronics,Pune,5,1393
1283,2025-03-11,Chair,Furniture,Kolkata,5,3790
1284,2025-11-05,Monitor,Electronics,Ahmedabad,4,8700
1285,2025-04-05,Printer,Electronics,Ahmedabad,5,9734
1286,2025-05-20,Mouse,Electronics,Chennai,3,735
1287,2025-11-20,Chair,Furniture,Bangalore,4,3713
1288,2025-02-03,Sofa,Furniture,Ahmedabad,3,15255
1289,2025-08-29,Sofa,Furniture,Mumbai,2,15213
1290,2025-05-16,Table,Furniture,Chennai,5,7130
1291,2025-06-28,Keyboard,Electronics,Ahmedabad,3,1218
1292,2025-09-13,Chair,Furniture,Chennai,3,3677
1293,2025-10-04,Printer,Electronics,Hyderabad,4,9642
1294,2025-09-02,Notebook,Stationery,Pune,3,194
1295,2025-11-28,Mouse,Electronics,Hyderabad,3,436
1296,2025-05-20,Mouse,Electronics,Ahmedabad,2,690
1297,2025-01-11,Notebook,Stationery,Bangalore,3,88
1298,2025-07-08,Pen,Stationery,Chennai,1,22
1299,2025-07-26,Chair,Furniture,Hyderabad,1,3520
1300,2025-01-07,Notebook,Stationery,Kolkata,1,24
1301,2025-01-10,Chair,Furniture,Ahmedabad,5,3453
1302,2025-04-08,Monitor,Electronics,Pune,1,8691
1303,2025-06-04,Sofa,Furniture,Mumbai,4,14948
1304,2025-04-26,Mouse,Electronics,Pune,5,665
1305,2025-02-03,Bottle,Accessories,Bangalore,3,582
1306,2025-05-27,Notebook,Stationery,Mumbai,2,110
1307,2025-12-25,Notebook,Stationery,Kolkata,3,255
1308,2025-05-16,Table,Furniture,Bangalore,4,7140
1309,2025-09-19,Chair,Furniture,Hyderabad,5,3419
1310,2025-08-07,Mouse,Electronics,Ahmedabad,5,775
1311,2025-09-13,Monitor,Electronics,Bangalore,3,8691
1312,2025-08-29,Bag,Accessories,Hyderabad,3,1209
1313,2026-01-01,Sofa,Furniture,Kolkata,2,15139
1314,2025-06-24,Mouse,Electronics,Ahmedabad,4,738
1315,2025-06-18,Pen,Stationery,Delhi,1,56
1316,2025-08-30,Table,Furniture,Mumbai,1,6996
1317,2025-09-09,Pen,Stationery,Kolkata,3,262
1318,2025-02-02,Bottle,Accessories,Bangalore,2,428
1319,2025-06-19,Printer,Electronics,Ahmedabad,5,9479
1320,2025-07-26,Mouse,Electronics,Mumbai,1,695
1321,2025-12-21,Bottle,Accessories,Bangalore,4,353
1322,2025-09-15,Notebook,Stationery,Mumbai,1,361
1323,2025-09-22,Notebook,Stationery,Kolkata,1,245
1324,2025-06-06,Table,Furniture,Mumbai,2,6965
1325,2025-10-22,Bag,Accessories,Ahmedabad,1,1254
1326,2025-12-02,Notebook,Stationery,Pune,3,255
1327,2025-01-28,Printer,Electronics,Delhi,3,9408
1328,2025-06-11,Keyboard,Electronics,Kolkata,3,1226
1329,2025-08-21,Mouse,Electronics,Ahmedabad,2,495
1330,2025-08-13,Pen,Stationery,Mumbai,3,-22
1331,2025-03-15,Chair,Furniture,Pune,2,3527
1332,2025-04-01,Laptop,Electronics,Chennai,3,54938
1333,2025-08-30,Chair,Furniture,Delhi,2,3440
1334,2025-09-18,Laptop,Electronics,Ahmedabad,1,55134
1335,2025-01-03,Mouse,Electronics,Chennai,3,701
1336,2025-10-11,Printer,Electronics,Kolkata,2,9534
1337,2025-06-15,Laptop,Electronics,Delhi,5,54955
1338,2025-11-16,Pen,Stationery,Pune,3,-31
1339,2025-07-17,Pen,Stationery,Ahmedabad,3,51
1340,2025-06-09,Bottle,Accessories,Chennai,4,493
1341,2025-05-28,Chair,Furniture,Ahmedabad,5,3464
1342,2025-02-14,Printer,Electronics,Pune,1,9430
1343,2025-11-12,Keyboard,Electronics,Hyderabad,1,1468
1344,2025-04-19,Sofa,Furniture,Bangalore,2,14991
1345,2025-12-31,Notebook,Stationery,Delhi,4,268
1346,2025-05-10,Laptop,Electronics,Kolkata,3,55214
1347,2025-09-28,Sofa,Furniture,Delhi,2,15269
1348,2025-04-21,Table,Furniture,Hyderabad,1,7266
1349,2025-05-13,Keyboard,Electronics,Chennai,4,1387
1350,2025-06-07,Mouse,Electronics,Pune,1,740
1351,2025-04-21,Mouse,Electronics,Kolkata,5,699
1352,2025-11-15,Bottle,Accessories,Kolkata,2,548
1353,2025-09-20,Bag,Accessories,Hyderabad,4,1444
1354,2025-10-28,Laptop,Electronics,Kolkata,5,55163
1355,2025-10-27,Keyboard,Electronics,Mumbai,3,1409
1356,2025-05-11,Mouse,Electronics,Delhi,2,590
1357,2025-12-15,Printer,Electronics,Hyderabad,2,9506
1358,2025-02-25,Sofa,Furniture,Ahmedabad,3,15248
1359,2025-10-02,Notebook,Stationery,Hyderabad,2,317
1360,2025-01-06,Bottle,Accessories,Chennai,1,298
1361,2025-10-16,Table,Furniture,Mumbai,3,7014
1362,2025-03-24,Pen,Stationery,Pune,1,292
1363,2025-07-19,Table,Furniture,Hyderabad,5,7034
1364,2025-12-14,Table,Furniture,Ahmedabad,4,7206
1365,2025-01-25,Mouse,Electronics,Bangalore,2,614
1366,2025-04-09,Pen,Stationery,Kolkata,3,-12
1367,2025-03-30,Mouse,Electronics,Hyderabad,1,408
1368,2025-02-24,Pen,Stationery,Ahmedabad,2,-56
1369,2025-12-05,Printer,Electronics,Delhi,5,9483
1370,2025-12-05,Laptop,Electronics,Mumbai,5,54976
1371,2025-04-22,Chair,Furniture,Delhi,3,3527
1372,2025-10-09,Monitor,Electronics,Delhi,3,8719
1373,2025-01-22,Printer,Electronics,Bangalore,1,9565
1374,2025-01-17,Sofa,Furniture,Ahmedabad,4,15228
1375,2025-04-22,Notebook,Stationery,Ahmedabad,1,318
1376,2025-01-30,Chair,Furniture,Chennai,5,3649
1377,2025-12-24,Table,Furniture,Hyderabad,3,7164
1378,2025-08-11,Bag,Accessories,Pune,5,1242
1379,2025-02-01,Table,Furniture,Bangalore,1,7018
1380,2025-10-01,Table,Furniture,Mumbai,5,7088
1381,2025-02-01,Chair,Furniture,Mumbai,2,3634
1382,2025-01-05,Pen,Stationery,Mumbai,5,148
1383,2025-01-19,Table,Furniture,Delhi,1,7259
1384,2025-03-18,Keyboard,Electronics,Mumbai,3,1160
1385,2025-10-21,Keyboard,Electronics,Delhi,2,1107
1386,2025-06-26,Table,Furniture,Hyderabad,2,6989
1387,2025-01-09,Notebook,Stationery,Hyderabad,3,214
1388,2025-07-27,Pen,Stationery,Delhi,2,295
1389,2025-02-25,Monitor,Electronics,Ahmedabad,3,8403
1390,2025-05-30,Sofa,Furniture,Delhi,5,14971
1391,2025-05-19,Pen,Stationery,Mumbai,2,110
1392,2025-05-05,Keyboard,Electronics,Pune,5,1293
1393,2025-03-10,Pen,Stationery,Bangalore,5,28
1394,2025-07-06,Sofa,Furniture,Pune,5,14924
1395,2025-09-10,Bag,Accessories,Kolkata,5,1139
1396,2025-09-21,Bottle,Accessories,Pune,3,598
1397,2025-04-05,Monitor,Electronics,Ahmedabad,5,8578
1398,2025-08-13,Bottle,Accessories,Delhi,3,539
1399,2025-05-21,Chair,Furniture,Delhi,5,3424
1400,2025-12-25,Sofa,Furniture,Mumbai,1,15270
1401,2025-07-10,Monitor,Electronics,Pune,1,8716
1402,2025-03-05,Bottle,Accessories,Mumbai,1,560
1403,2025-11-16,Bag,Accessories,Hyderabad,1,1143
1404,2025-01-08,Sofa,Furniture,Ahmedabad,2,14938
1405,2025-12-05,Chair,Furniture,Hyderabad,2,3685
1406,2025-06-01,Notebook,Stationery,Kolkata,4,-4
1407,2025-04-23,Table,Furniture,Hyderabad,3,7075
1408,2025-06-01,Table,Furniture,Ahmedabad,3,6973
1409,2025-05-12,Sofa,Furniture,Chennai,2,15235
1410,2025-12-04,Laptop,Electronics,Hyderabad,2,55212
1411,2025-12-31,Bag,Accessories,Ahmedabad,3,1483
1412,2025-10-02,Laptop,Electronics,Pune,2,55279
1413,2025-04-11,Keyboard,Electronics,Hyderabad,4,1269
1414,2025-08-12,Bag,Accessories,Ahmedabad,1,1318
1415,2025-04-23,Sofa,Furniture,Delhi,4,14983
1416,2025-09-20,Laptop,Electronics,Kolkata,3,55294
1417,2025-05-23,Monitor,Electronics,Mumbai,1,8728
1418,2025-10-21,Printer,Electronics,Kolkata,3,9555
1419,2025-04-14,Table,Furniture,Bangalore,2,7258
1420,2025-12-19,Keyboard,Electronics,Bangalore,3,1128
1421,2025-05-09,Bottle,Accessories,Mumbai,5,520
1422,2025-01-31,Laptop,Electronics,Pune,1,54907
1423,2025-03-17,Pen,Stationery,Mumbai,2,-59
1424,2025-04-27,Notebook,Stationery,Mumbai,2,172
1425,2025-12-14,Mouse,Electronics,Hyderabad,5,791
1426,2025-03-18,Printer,Electronics,Hyderabad,5,9613
1427,2025-01-23,Notebook,Stationery,Chennai,1,-3
1428,2025-01-01,Printer,Electronics,Kolkata,4,9723
1429,2025-10-12,Pen,Stationery,Ahmedabad,3,188
1430,2025-03-05,Mouse,Electronics,Ahmedabad,5,791
1431,2025-02-06,Bottle,Accessories,Chennai,4,371
1432,2025-05-11,Notebook,Stationery,Hyderabad,1,298
1433,2025-12-05,Bag,Accessories,Kolkata,4,1356
1434,2025-04-10,Keyboard,Electronics,Bangalore,3,1113
1435,2025-09-15,Table,Furniture,Chennai,2,6999
1436,2025-03-16,Printer,Electronics,Ahmedabad,5,9685
1437,2025-10-08,Monitor,Electronics,Kolkata,3,8783
1438,2025-02-13,Bottle,Accessories,Kolkata,2,459
1439,2025-12-27,Laptop,Electronics,Ahmedabad,2,55027
1440,2025-03-23,Pen,Stationery,Hyderabad,1,291
1441,2025-12-02,Notebook,Stationery,Ahmedabad,4,62
1442,2025-12-04,Laptop,Electronics,Ahmedabad,5,55152
1443,2025-11-05,Keyboard,Electronics,Chennai,3,1183
1444,2025-07-05,Sofa,Furniture,Pune,2,15257
1445,2025-10-11,Monitor,Electronics,Hyderabad,2,8581
1446,2025-12-26,Table,Furniture,Bangalore,3,7151
1447,2025-07-09,Bottle,Accessories,Ahmedabad,1,550
1448,2025-01-13,Table,Furniture,Delhi,5,7290
1449,2025-04-04,Keyboard,Electronics,Pune,3,1290
1450,2025-06-05,Bottle,Accessories,Bangalore,4,341
1451,2025-09-18,Bottle,Accessories,Mumbai,5,597
1452,2025-02-10,Bottle,Accessories,Mumbai,1,279
1453,2025-05-01,Notebook,Stationery,Hyderabad,1,205
1454,2025-10-02,Chair,Furniture,Kolkata,5,3761
1455,2025-09-23,Keyboard,Electronics,Kolkata,4,1221
1456,2025-02-15,Sofa,Furniture,Kolkata,1,15290
1457,2025-10-15,Keyboard,Electronics,Mumbai,5,1500
1458,2025-02-22,Table,Furniture,Kolkata,3,6994
1459,2025-08-24,Keyboard,Electronics,Delhi,4,1145
1460,2025-11-05,Pen,Stationery,Ahmedabad,2,303
1461,2025-03-01,Notebook,Stationery,Hyderabad,5,369
1462,2025-04-28,Mouse,Electronics,Kolkata,3,404
